id_ousias,onoma_ousias
7097,"Lachesis Mutus Dil. D8, Silybum Marianum Dil. D 3, Arnica Montana Mother Tincture, Aesculus Hippocastanum Dil. D1, Hamamelis Virginiana Mother Tincture"
7098,"Lachesis Mutus Trit. D8, Baptisia Trit. D4, Bryonia Trit. D1, Eupatorium Perfoliatum Trit. D2, Thuja Trit. D4"
7099,Lacidipine
7100,Lacosamide
7101,"Lactic Acid Bacteria: 25% Lactobacillus Fermentum 57a, 25% Lactobacillus Plantarum 57b, 50% Lactobacillus Gasseri 57c"
7102,Lactic Acid Bacteria: Lactobacillus Rhamnosus + Lactobacillus Helveticus
7103,"Lactic Acid Ph. Eur., 2-Propanol (Ph. Eur.), 1-Propanol"
7104,"Lactic Acid Ph. Eur., Salicylic Acid Ph. Eur."
7105,"Lactic Acid, Salicylic Acid"
7106,"Lactic Acid, Sodium Lactate"
7107,"Lactic Acid, Urea"
7108,Lactitol Monohydrate
7109,Lactobacillales
7110,Lactobacillus Acidophilus
7111,Lactobacillus Acidophilus (Inactivated)
7112,"Lactobacillus Acidophilus P-18806, Lactobacillus Delbrueckii P-18805, Streptococcus Thermophilus P-18807"
7113,"Lactobacillus Acidophilus, Bifidobacterium"
7114,"Lactobacillus Acidophilus, Bifidobacterium Animalis Subsp. Lactis"
7115,"Lactobacillus Acidophilus, Bifidobacterium Spp."
7116,Lactobacillus Casei
7117,"Lactobacillus Gasseri Dsm 14869, Lactobacillus Rhamnosus Dsm 14870"
7118,"Lactobacillus Gasseri, Lactobacillus Rhamnosus"
7119,"Lactobacillus Helveticus Dsm 4183 Aqueous Substrate Of Metabolic Products, Lactobacillus Acidophilus Dsm 4149, Aquaeous Substrate Of Metabolic Products, Enterococcus Faecalis Dsm 4086, Aqueous Substrate Of The Metabolites, Escherichia Coli Dsm 4087 Germ-Free, Aquaeous Substrate Of The Metabolic Products"
7120,"Lactobacillus Helveticus Dsm 4183 Aqueous Substrate Of Metabolic Products, Lactobacillus Acidophilus Dsm 4149, Aquaeous Substrate Of Metabolic Products, Enterococcus Faecalis, Escherichia Coli Dsm 4087 Germ-Free, Aquaeous Substrate Of The Metabolic Products"
7121,"Lactobacillus Helveticus, Lactobacillus Rhamnosus"
7122,Lactobacillus Lb
7123,Lactobacillus Lb Inactivated
7124,Lactobacillus Plantarum P 17630
7125,Lactobacillus Rhamnosus
7126,"Lactobacillus Rhamnosus (Inactivated), Lactobacillus Vaginalis (Inactivated), Lactobacillus Fermentum (Inactivated), Lactobacillus Salivarius (Inactivated)"
7127,Lactobacillus Rhamnosus 573 Rods
7128,Lactobacillus Rhamnosus Gg
7129,"Lactose Anhydrous | Nomegestrol Acetate, Estradiol"
7130,Lactose Monohydrate
7131,"Lactose Monohydrate | Nomegestrol Acetate, Estradiol"
7132,"Lactose Monohydrate, Ezetimibe, Rosuvastatin Calcium"
7133,"Lactose Monohydrate, Macrogol Glycerol Hydroxystearate, Sucrose, Glucose, Sodium Patent Blue V"
7134,"Lactose Monohydrate, Prucalopride Succinate"
7135,"Lactose Monohydrate, Rivaroxaban"
7136,"Lactose., Apixaban"
7137,Lactulose
7138,Lactulose Crystalline
7139,"Lactulose, Liquid"
7140,"Lactulose, Paraffin White Soft, Liquid Paraffin"
7141,"Lactulose, Vaseline, Liquid Paraffin"
7142,Lamivudine
7143,"Lamivudine, Dolutegravir"
7144,"Lamivudine, Dolutegravir Sodium"
7145,"Lamivudine, Doravirine, Tenofovir Disoproxil"
7146,Lamotrigine
7147,Lanadelumab
7148,Landiolol Hydrochloride
7149,Lanolin
7150,"Lanolin, Liquid Paraffin"
7151,Lanreotide
7152,Lanreotide Acetate
7153,Lansoprazole
7154,Lanthanum
7155,Lapatinib
7156,Lapatinib Ditosilate
7157,Lapatinib Ditosilate Monohydrate
7158,Lapis Cancri - Flintstein Trit. D15
7159,"Lappa Major D4, Berberis Vulgaris D5, Taraxacum Officinale D4"
7160,Laronidase
7161,Larotrectinib
7162,"Larvae, Live (Lucilia Sericata)"
7163,Lasmiditan
7164,Latanoprost
7165,"Latanoprost, Netarsudil"
7166,"Latanoprost, Tafluprost"
7167,"Latanoprost, Timolol"
7168,Latex
7169,"Latrodectus Mactans D4, Kalmia D2, Strophanthus D4, Convallaria Majalis Dil. D4, Crataegus Mother Tincture"
7170,"Laurocerasus Dil. D3, Crataegus Dil. D1, Oleander Dil. D3, Spartium Scoparium Dil. D2"
7171,Lauromacrogol 400
7172,"Lauromacrogol 400, Lidocaine Hydrochloride Monohydrate, Chamomile Tincture"
7173,"Lauromacrogol 400, Lidocaine Hydrochloride Monohydrate, Matricaria Recutita Flower Tincture (1:5), Extraction Solvent: Ethanol 70% V/V"
7174,"Lauromacrogol 400, Lidocaine Hydrochloride Monohydrate, Matricariae Extractum Spissum"
7175,"Lauromacrogol 400, Matricaria Recutita Flower Tincture (1:5), Extraction Solvent: Ethanol 70% V/V, Lidocaine Hydrochloride"
7176,"Lauromacrogol 400, Matricariae Extractum Spissum, Lidocaine Hydrochloride"
7177,"Lauromacrogol 400, Soya Oil"
7178,"Lauromacrogol 400, Urea"
7179,Lavandula Angustifolia P. Mill.
7180,Lavandulae Aetheroleum 10 %
7181,"Lavandulae Aetheroleum 10% (Hab, Vs. 12h Mit Nativem Olivenöl)"
7182,Lavandulae Flos
7183,"Lavandulae Flos, Melissa Leaf, Humulus Lupulus L. Flos"
7184,"Lavandulae Flos, Melissa Leaf, Menthae Piperitae Folium, Valerianae Radix"
7185,"Lavandulae Flos, Melissa Leaf, Menthae Piperitae Folium, Valerianae Radix Pulverata"
7186,"Lavandulae Flos, Melissa Leaf, Valeriana Officinalis, Humulus Lupulus L. Flos"
7187,"Lavandulae Flos, Melissa Leaf, Valerianae Radix, Humulus Lupulus L. Flos"
7188,Lavender Oil
7189,"Lavender Oil, Ep"
7190,"Lavender Oil, Rosemary Oil, Arnicae Flos / Betulae Folium / Calendula Herba (3:4:1), Oil Extract (Der 1,2:10), Caraway Oil"
7191,"Lavender Oil, Rosemary Oil, Thymol, Thymus Essential Oil"
7192,Lazertinib Mesilate Monohydrate
7193,Lebrikizumab
7194,Lecanemab
7195,Lecithin
7196,"Ledipasvir, Sofosbuvir"
7197,"Ledum Palustre D2, Arnica Montana D3, Ruta Graveolens D3, Hypericum Perforatum D3, Calendula Officinalis D1"
7198,"Ledum Palustre Dil. D 2, Sulfur Dil D4, Colchicum Autumnale D4, Bryonia Dil. D2, Gnaphalium Polycephalum Dil. D2, Rhus Toxicodendron Dil. D3"
7199,"Ledum Palustre Dil. D 3, Berberis Vulgaris Dil. D2, Colchicinum Dil. D6"
7200,"Ledum Palustre Dil. D 3, Viscum Album Dil. D4, Acidum Silicicum Dil. D8 Aquos, Gnaphalium Polycephalum Dil. D2, Rhus Toxicodendron Dil. D4, Bryonia Dil. D3"
7201,"Ledum Palustre Dil. D4, Acidum Sulfuricum Dil. D 6, Causticum Hahnemanni Dil. D12, Argentum Metallicum Dil. D12, Bryonia Dil. D4, Arnica Dil. D4"
7202,"Ledum Palustre Dil. D4, Berberis Vulgaris Dil. D2, Colchicum Autumnale Dil. D3, Thuja Occidentalis Dil. D4, Filipendula Ulmaria Dil. D4, Sulfur D4, Phytolacca Americana Dil. D2"
7203,"Ledum Palustre Dil. D4, Centella Asiatica Dil. D3, Delphinium Staphisagria Dil. D4, Cistus Canadensis Dil. D3, Ranunculus Bulbosus Dil. D4, Viola Tricolor Spag. Peka Dil. D4, Calendula Officinalis Dil. D8, Echinacea Spag. Peka Dil. D8"
7204,"Ledum Palustre Dil. D4, Pseudognaphalium Obtusifolium Ex Herba Recent. D1, Ruta Graveolens D4"
7205,"Ledum Palustre Dil. D4, Pulsatilla Pratensis Dil. D3, Solanum Dulcamara Dil. D 4, Filipendula Ulmaria Dil. D3, Asclepias Tuberosa Dil. D6, Rhododendron D3, Acidum Benzoicum E Resina D3, Lithium Benzoicum D3, Stellaria Media D2, Aconitum Napellus Dil. D4"
7206,"Ledum Palustre Dil. D4, Selenium Dil. D 10, Strychnos Ignatii Dil. D 6, Galium Aparine Dil. D6, Funiculus Umbilicalis Suis Dil. D10, Urtica Urens Dil. D4, Aesculus Hippocastanum Dil. D6, Mercurius Solubilis Hahnemanni Dil. D13, Hepar Suis Dil. D10, Ichthyolum Dil. D28, Acidum Alpha-Ketoglutaricum D10, Acidum Formicicum D198, Acidum Fumaricum D10, Acidum Phosphoricum D6, Arctium D6, Calcium Fluoratum D13, Cutis Suis D8, Cortisonum Aceticum D28, Glandula Suprarenalis Suis D10, Natrium Diethyloxalaceticum D10, Placenta Totalis Suis D10, Splen Suis D10, Thallium Sulfuricum D13, Sulfur Dil. D10, Thuja Occidentalis Dil. D8"
7207,"Ledum Palustre Dil. D4, Strychnos Ignatii Dil. D 6, Galium Aparine Dil. D6, Acidum Formicicum Dil. D10, Urtica Urens Dil. D4, Aesculus Hippocastanum Dil. D6, Hepar Suis Dil. D10, Cortisone Aceticum Dil. D28, Phosphoricum Acidum Dil. D6, Acidum Formicicum Dil. D198, Ichthyolum Dil. D28, Selenium Trit. D10, Calcium Fluoratum Trit. D13, Mercurius Solubilis Hahnemanni Trit. D13, Arctium D6, Cutis Suis D8, Funiculus Umbilicalis Suis D10, Glandula Suprarenalis Suis D10, Placenta Totalis Suis D10, Splen Suis D10, Sulfur Dil. D10, Thuja Occidentalis Dil. D8"
7208,"Ledum Palustre Dil. D4, Toxicodendron Quercifolium Dil. D12, Guajacum Dil. D4, Bellis Perennis Spag. Peka Dil. D8, Arnica Montana Spag. Peka Dil. D12, Bryonia Spag. Peka Dil. D4, Viscum Album Spag. Peka Dil. D4, Ruta Graveolens Spag. Peka Dil. D6"
7209,"Ledum, Toxicodendron Pubescens, Symphytum Ad Usum Externum"
7210,Lefamulin
7211,Leflunomide
7212,Lemon Grass Oil
7213,Lenacapavir
7214,Lenalidomide
7215,Lenograstim
7216,Lenograstim | Water For Injection
7217,Lenvatinib
7218,Lenvatinib Besilate
7219,"Leonurus Cardiaca D4, Cytisus Scoparius D4, Iberis Amara Dil. D3, Nerium Oleander D3"
7220,Lepidoglyphus Destructor
7221,Lepidoglyphus Destructor Extract
7222,"Lepidoglyphus Destructor, Depigmented Polymerized Extract"
7223,Leptospira Icterohaemorrhagiae Inactivated
7224,Lercanidipine
7225,Lercanidipine Hydrochloride
7226,Lercanidipine Hydrochloride Amorphous
7227,Lercanidipine Hydrochloride Hemihydrate
7228,Letermovir
7229,Letrozole
7230,Leucanthemum Vulgare
7231,Leucocyti Dialysatum Cryodesiccatum
7232,Leuprorelin
7233,Leuprorelin Acetate
7234,Leuprorelin Acetate | Water For Injection
7235,Levacetylleucine
7236,Levamisole Hydrochloride
7237,Levetiracetam
7238,Levico Dil. D1
7239,Levico Dil. D3 Aquos.
7240,"Levisticum Officinale E Radice Ferm 33c Dil. D3 (Hab, Vs. 33c)"
7241,"Levisticum Officinale E Radice Ferm 33c Dil. D5 (Hab, Vs. 33c), Larynx Bovis Gl Dil. D5 (Hab, Vs. 41b), Nervus Laryngeus Recurrens Bovis Gl Dil. D5 (Hab, Vs. 41a), Nervus Laryngeus Superior Bovis Gl Dil. D5 (Hab, Vs. 41a), Nervus Vagus Bovis Gl Dil. D5 (Hab, Vs. 41a)"
7242,"Levisticum Officinale E Radice W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)"
7243,"Levisticum Officinale Rh Dil. D3, Levisticum Officinale Rh Dil. D6"
7244,Levobunolol Hydrochloride
7245,Levobupivacaine
7246,Levobupivacaine Hydrochloride
7247,Levocabastine
7248,Levocabastine Hydrochloride
7249,Levocarnitine
7250,Levocarnitine Propionate
7251,Levocarnitine Tartrate
7252,"Levocarnitine, Aspartic Acid, Glutamic Acid, Olive Oil, Refined, Triglycerides, Medium Chain, Soya Bean Oil Refined Ph.Eur., Glucose Monohydrate, L-Tryptophan, Glycyl-Tyrosine, L-Arginine, L-Histidine, Lysine Acetate, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Valine, L-Phenylalanine, Glycylglutamine, L-Alanine, Fish Oil, Rich In Omega-3-Acids"
7253,Levocetirizine
7254,Levocetirizine Dihydrochloride
7255,Levocetirizine Hydrochloride
7256,Levocloperastine Fendizoate
7257,Levodopa
7258,"Levodopa, Anhydrous Carbidopa"
7259,"Levodopa, Carbidopa Monohydrate"
7260,Levodropropizine
7261,Levofloxacin
7262,Levofloxacin Hemihydrate
7263,"Levofloxacin Hemihydrate, Hydrochloric Acid 1n"
7264,Levoleucovorin
7265,Levoleucovorin Disodium
7266,Levomenthol
7267,"Levomenthol Bp, Aniseed Oil Bp, Capsicum Tincture Bpc"
7268,Levomenthol Ph. Eur.
7269,"Levomenthol, 2,4 Dichlorobenzyl Alcohol, Amylmetacresol Bp"
7270,"Levomenthol, Amylocaine Hydrochloride"
7271,"Levomenthol, Boric Acid, Resorcinol, Thymol"
7272,"Levomenthol, Borneol, Camphene, Menthone, Cineole, Alpha And Beta Pinene"
7273,"Levomenthol, Borneol, Camphene, Menthone, Cineole, Beta Pinene, Alpha Pinene"
7274,"Levomenthol, Cajuput Oil, Camphor, Clove Oil"
7275,"Levomenthol, Cajuput Oil, Clove Oil, Eucalyptus Oil, Methyl Salicylate, Juniper Berry Oil, Mint Oil, Dementholised"
7276,"Levomenthol, Cajuput Oil, Eucalyptus Oil, Juniper Oil, Methyl Salicylate, Mint Oil, Caryophylli Floris Aetheroleum"
7277,"Levomenthol, Cajuput Oil, Eucalyptus Oil, Methyl Salicylate"
7278,"Levomenthol, Camphor"
7279,"Levomenthol, Camphor, Capsicum Oleoresin, Isoamyl Salicylate"
7280,"Levomenthol, Camphor, Capsicum Oleoresin, Methyl Salicylate"
7281,"Levomenthol, Camphor, Eucalyptus Oil"
7282,"Levomenthol, Camphor, Eucalyptus Oil, Thymol, Turpentine Essential Oil"
7283,"Levomenthol, Camphor, Eucalyptus Oil, Thymol, Turpentine Oil"
7284,"Levomenthol, Camphor, Eucalyptus Oil, Turpentine Oil"
7285,"Levomenthol, Camphor, Racemic, Acetylsalicylic Acid, Methyl Salicylate"
7286,"Levomenthol, Camphor, Racemic, Ammonium Salicylate, Salicylic Acid"
7287,"Levomenthol, Camphor, Racemic, Benzyl Nicotinate, Hydroxyethyl Salicylate"
7288,"Levomenthol, Camphor, Racemic, Cajuput Oil, Clove Oil"
7289,"Levomenthol, Camphor, Racemic, Cedar Wood Oil, Eucalyptus Oil, Thymol, Turpentine Essential Oil"
7290,"Levomenthol, Camphor, Racemic, Cineole"
7291,"Levomenthol, Camphor, Racemic, Essential Oil Of Turpentine Kind ""pinus Pinaster"", Thymol, Turpentine Oil, Cedar Oil"
7292,"Levomenthol, Camphor, Racemic, Eucalyptus Oil"
7293,"Levomenthol, Camphor, Racemic, Methyl Salicylate"
7294,"Levomenthol, Camphor, Racemic, Methyl Salicylate, Tocopheryl Acetate"
7295,"Levomenthol, Camphor, Racemic, Mint Oil, Partly Dementholised, Cajuput Oil, Clove Oil"
7296,"Levomenthol, Camphor, Racemic, Peppermint Oil, Cajuput Oil"
7297,"Levomenthol, Camphor, Racemic, Pumilio Pine Oil"
7298,"Levomenthol, Camphor, Racemic, Thymol"
7299,"Levomenthol, Capsicum Oleoresin, Methyl Salicylate, Turpentine Oil"
7300,"Levomenthol, Chlorobutanol Hemihydrate"
7301,"Levomenthol, Chlorocarvacrol, Ichthammol"
7302,"Levomenthol, Cinnamomum Cassia Essential Oil, Anise Oil, Citronella Oil, Lavender Oil, Lemon Oil, Spike Lavender Oil, Spirit Of Melissa, Salviae Oleum, Thymus Essential Oil, Myristica Fragrans Essential Oil, Caryophylli Floris Aetheroleum"
7303,"Levomenthol, Cinnamon Bark Oil, Ceylon, Mint Oil, Partly Dementholised, Citronella Oil, Clove Oil, Lavender Oil, Lemon Oil"
7304,"Levomenthol, Cinnamon Oil, Citronella Oil, Clove Oil, Lemon Oil, Distillate Of Lemon Balm Leaves, Sage Leaves, Rosemary Leaves, Thyme Leaves, Angelica Root, Nutmeg Seeds, Cinnamon, Cloves And Lemon (1: 0.125: 0.1: 0.083: 0.067: 0.042: 0.033: 0.017: 0.008), Distillation Agent: Ethanol 70% (V / V)"
7305,"Levomenthol, Coal Tar Solution"
7306,"Levomenthol, Coal Tar Solution, Ethereal Oil, Borax"
7307,"Levomenthol, D-Camphor"
7308,"Levomenthol, D-Camphor, Eucalyptus Oil"
7309,"Levomenthol, D-Camphor, Eucalyptus Oil, Pumilio Pine Oil"
7310,"Levomenthol, Essential Oil Of Turpentine Kind ""pinus Pinaster"", Camphor, Eucalyptus Oil"
7311,"Levomenthol, Ethanol (96 Per Cent)"
7312,"Levomenthol, Eucalyptus Oil"
7313,"Levomenthol, Eucalyptus Oil, Methyl Salicylate, Turpentine Oil"
7314,"Levomenthol, Eucalyptus Oil, Niaouli Essential Oil, Benzoin Siam"
7315,"Levomenthol, Eucalyptus Oil, Pumilio Pine Oil"
7316,"Levomenthol, Eucalyptus Oil, Thyme Oil, Turpentine Oil"
7317,"Levomenthol, Melissa Leaf, Anise Oil, Citronella Oil, Clove Oil, Lavender Oil, Lemon Oil, Spike Lavender Oil, Thyme Oil, Chinese Cinnamon Oil, Salviae Oleum, Myristica Fragrans Essential Oil"
7318,"Levomenthol, Methyl Salicylate"
7319,"Levomenthol, Mint Oil, Partly Dementholised, Cajuput Oil, Clove Oil, Eucalyptus Oil, Methyl Salicylate, Juniper Berry Oil"
7320,"Levomenthol, Mint Oil, Partly Dementholised, Eucalyptus Oil"
7321,"Levomenthol, Peppermint Oil, Cajuput Oil, Camphor, Clove Oil"
7322,"Levomenthol, Peppermint Oil, Cajuput Oil, Eucalyptus Oil"
7323,"Levomenthol, Peppermint Oil, Cinnamon Oil, Clove Oil, Eucalyptus Oil, Fennel Oil, Thymol, Salviae Oleum, Star Anise Oil"
7324,"Levomenthol, Peppermint Oil, Myrrh Tincture"
7325,"Levomenthol, Pine Needle Oil, Eucalyptus Oil"
7326,"Levomenthol, Racementhol, Eucalyptus Oil, Methyl Salicylate, Turpentine Oil"
7327,"Levomenthol, Resorcinol, Salicylic Acid, Veratrol"
7328,"Levomenthol, Salicylic Acid, Thymol"
7329,"Levomenthol, Sodium Citrate, Ammonium Chloride, Squill Tincture"
7330,"Levomenthol, Sodium Salicylate, Sodium Benzoate, Thymol, Cineole, Borax"
7331,"Levomenthol, Squill Tincture, Liquiritiae Extractum Fluidum"
7332,"Levomenthol, Zinc Oxide"
7333,Levomepromazine
7334,Levomepromazine Hydrochloride
7335,Levomepromazine Maleate
7336,Levomethadone Hydrochloride
7337,Levonorgestrel
7338,"Levonorgestrel, Estradiol Hemihydrate"
7339,Levosimendan
7340,Levosulpiride
7341,Levothyroxine
7342,Levothyroxine Sodium
7343,Levothyroxine Sodium Pentahydrate
7344,"Levothyroxine Sodium, Hydrate"
7345,"Levothyroxine Sodium, Liothyronine"
7346,"Levothyroxine Sodium, Potassium Iodide"
7347,"Levothyroxine, Escin"
7348,"Lexidronam, Samarium Chloride Sm-153"
7349,"Lexidronam, Yttrium (90y) Chloride"
7350,Lichen Islandicus Extractum
7351,Lidocaine
7352,Lidocaine Hydrochloride
7353,Lidocaine Hydrochloride Bp
7354,"Lidocaine Hydrochloride Bp, Aminoacridine Hydrochloride Bp 1968"
7355,"Lidocaine Hydrochloride Bp, Cetylpyridinium Chloride Bp"
7356,Lidocaine Hydrochloride Monohydrate
7357,"Lidocaine Hydrochloride Monohydrate, Amylmetacresol, 2,4 Dichlorobenzyl Alcohol"
7358,"Lidocaine Hydrochloride Monohydrate, Benzathine Benzylpenicillin"
7359,"Lidocaine Hydrochloride Monohydrate, Benzoxonium Chloride"
7360,"Lidocaine Hydrochloride Monohydrate, Calcium Dobesilate Monohydrate"
7361,"Lidocaine Hydrochloride Monohydrate, Cefotaxime"
7362,"Lidocaine Hydrochloride Monohydrate, Ceftriaxone"
7363,"Lidocaine Hydrochloride Monohydrate, Ceftriaxone Disodium Salt Hemiheptahydrate"
7364,"Lidocaine Hydrochloride Monohydrate, Ceftriaxone, Lidocaine"
7365,"Lidocaine Hydrochloride Monohydrate, Cetylpyridinium Chloride"
7366,"Lidocaine Hydrochloride Monohydrate, Cetylpyridinium Chloride Monohydrate"
7367,"Lidocaine Hydrochloride Monohydrate, Cetylpyridinium Chloride, Zinc Gluconate"
7368,"Lidocaine Hydrochloride Monohydrate, Clodronate Disodium"
7369,"Lidocaine Hydrochloride Monohydrate, Dequalinium Chloride, Cetylpyridinium Chloride Monohydrate"
7370,"Lidocaine Hydrochloride Monohydrate, Dexamethasone Acetate Ph. Eur."
7371,"Lidocaine Hydrochloride Monohydrate, Epinephrine"
7372,"Lidocaine Hydrochloride Monohydrate, Hydrocortisone"
7373,"Lidocaine Hydrochloride Monohydrate, Levomenthol, Camphor, Racemic"
7374,"Lidocaine Hydrochloride Monohydrate, Lidocaine Hydrochloride"
7375,"Lidocaine Hydrochloride Monohydrate, Macrogol Lauryl Ether, Chamomile Tincture"
7376,"Lidocaine Hydrochloride Monohydrate, Macrogol Lauryl Ether, Matricariae Extractum Spissum"
7377,"Lidocaine Hydrochloride Monohydrate, Macrogol Lauryl Ether, Tincture Of Matricaria"
7378,"Lidocaine Hydrochloride Monohydrate, Metacresol Ph.Eur., Paraformaldehyde"
7379,"Lidocaine Hydrochloride Monohydrate, Methylprednisolone"
7380,"Lidocaine Hydrochloride Monohydrate, Methylprednisolone Acetate"
7381,"Lidocaine Hydrochloride Monohydrate, Noradrenaline Tartrate"
7382,"Lidocaine Hydrochloride Monohydrate, Peru Balsam, Thymol, Phenoxyethanol (Ph. Eur.)"
7383,"Lidocaine Hydrochloride Monohydrate, Phenazone"
7384,"Lidocaine Hydrochloride Monohydrate, Phenylephrine Hydrochloride"
7385,"Lidocaine Hydrochloride Monohydrate, Phenylephrine Hydrochloride, Tropicamide"
7386,"Lidocaine Hydrochloride Monohydrate, Propyl Parahydroxybenzoate"
7387,"Lidocaine Hydrochloride Monohydrate, Thiamine Hydrochloride, Cyanocobalamin, Pyridoxine Hydrochloride"
7388,"Lidocaine Hydrochloride Monohydrate, Triamcinolone Acetonide"
7389,"Lidocaine Hydrochloride Monohydrate, Tribenoside"
7390,Lidocaine Hydrochloride Pheur
7391,"Lidocaine Hydrochloride Pheur, Fluorescein Sodium Ph. Eur"
7392,Lidocaine Ph. Eur.
7393,"Lidocaine Ph. Eur., Zinc Oxide Pheur"
7394,"Lidocaine, Chlorhexidine Digluconate (20% Solution)"
7395,"Lidocaine, Paraformaldehyde"
7396,"Lidocaine, Peru Balsam, Zinc Oxide, Bismuth Subgallate, Ephedrine Hydrochloride"
7397,"Lidocaine, Piroxicam, Cyclobenzaprine Hydrochloride"
7398,"Lidocaine, Prilocaine"
7399,"Lidocaine, Primycin"
7400,"Lidocaine, Sage Leaves Extract (1:1.95–2.2) Extracting Solvent: Ethanol 66.3% (V/V), Chamomile Flower Extract (1:1.9–2.2) Extracting Solvent: Ethanol 66.3% (V/V)"
7401,"Lidocaine, Tetracaine"
7402,"Lidocaine, Titanium Dioxide, Carrageenan"
7403,"Lidocaine, Titanium Dioxide, Zinc Oxide, Carrageenan"
7404,"Lidocaine, Tribenoside"
7405,"Lidocaine, Zinc Oxide, Bismuth Subnitrate"
7406,Lidofenin
7407,"Lidofenin, Technetium (99mtc) Pertechnetate"
7408,"Lien Bovis Gl Dil. D5 (Hab, Vs. 41a), Plumbum Metallicum Dil. D29 Aquos."
7409,Ligustrum Vulgare L.
7410,"Ligustrum Vulgare L., Olea Europaea L., Fraxinus Excelsior L."
7411,"Lilium Lancifolium D10, Sepia Officinalis D6, Acidum Sulfuricum D6"
7412,"Limonis Aetheroleum 10% (Hab, Vs. 12h Mit Nativem Olivenöl)"
7413,Linaclotide
7414,Linagliptin
7415,"Linagliptin, Empagliflozin"
7416,Lincomycin
7417,Lincomycin Hydrochloride
7418,Linezolid
7419,Lini Oleum Virginale 3:1
7420,Linseed
7421,"Linseed, Cortex Frangulae, Sennoside B, Senna Alexandrina Leaf"
7422,Linum Usitatissimum L. Semen
7423,Linvoseltamab
7424,Linzagolix
7425,Liothyronine
7426,Liothyronine Hydrochloride
7427,"Liothyronine Hydrochloride, Levothyroxine Sodium"
7428,Liothyronine Sodium
7429,"Liothyronine Sodium, Levothyroxine Sodium"
7430,Lipegfilgrastim
7431,Lipidosterolic Extract Of Serenoa Repens
7432,Lipoic Acid Trometamol Salt
7433,"Liquid Extract (0,65:1) From A Mixture Of: Matricaria Flower, Oak Bark, Sage Leaf, Arnica Herb, Calamus Rhizome, Peppermint Herb, Thyme Herb (2:2:2:1:1:1:1), Extraction Solvent: Ethanol 70% (V/V)"
7434,"Liquid Extract (0.5:1) Of Oak Bark, Willow Bark, Salvia Officinalis Herb, Artemisia Abrotanum Herb, Thyme, Yarrow (2:2:2:2:1:1), Extraction Solvent: Ethanol 70% (V/V)"
7435,"Liquid Extract (0.67:1) From: Artemisia Abrotanum Herb, Milk Thistle Fruit, Peppermint Leaf, Centaurea Benedicta Herb, Dandelion Root And Yarrow (35/15/8/3/3/3), Extraction Solvent: Ethanol 70% (V/V)"
7436,"Liquid Extract (1 : 10.6-13.0) Of Artichoke Leaf, Gentian Root, Turmeric Root, Dandelion Herb With Root, Ginger, Yarrow Herb, Bitter Fennel, Matricaria Flower, Bitter-Orange Epicarp And Mesocarp, Blessed Thistle, Bogbean Leaf, Cardamom, Wormwood (41.5 : 11.8 : 8.5 : 7.2 : 5.9 : 5.8 : 5.8 : 4.3 : 4.3 : 2.1 : 1.0 : 1.0 : 0.57), Extraction Agent: Water"
7437,"Liquid Extract (1:1) From Lemon Balm, Hawthorn Leaf And Flower, Lime Flower And Matricaria Flower (2/2/2/1,5)"
7438,"Liquid Extract (1:1) From Rhubarb, Frangula Bark, Fennel, Caraway Fruit, Extraction Solvent: Ethanol 50% (V/V)"
7439,"Liquid Extract (1:1) Of Chamomile Flower, Extraction Solvents: Ethanol 96 %, Water And Ammonia Solution 10 % (M/M) (50:47.5:2.5)"
7440,"Liquid Extract (1:1) Of Tussilago Farfara Leaf, Elder Flower, Lime Flower, Willow Bark (25:30:30:15), Extraction Solvent: Ethanol 60% (V/V)"
7441,"Liquid Extract (1:1) Of Yarrow, White Horehound, Melissa Leaf, Fennel Bitter (3:2:3:2), Extraction Solvent: Purified Water"
7442,"Liquid Extract (1:1.0-1.2) Of Cascara 500 Mg, Corresponding To 20 Mg Of Hydroxyanthracene Glycosides, Calculated As Cascaroside A, Extraction Solvent: Ethanol 30% M/M"
7443,"Liquid Extract (1:1.46) Of Mullein Flower, Lime Flower, Willow Bark, Elder Flower (2.5:3.0:1.5:3.0), Extraction Solvent: Ethanol 60% (V/V)"
7444,"Liquid Extract (1:2) From Valerian Root, Melissa Herb, Angelica Archangelica Root, Hop Strobile, Lavender Flower (5:5:4:3:3), Extraction Solvent: Ethanol 60% (V/V)"
7445,"Liquid Extract (1:4,7-5,3) Of Angelica Archangelica Root, Blessed Thistle And Peppermint Leaf (1:3,3:3,3), Extraction Solvent: Ethanol 60 % (V/V)"
7446,"Liquid Extract (1:5) From Melissa Leaf, Hawthorn Leaf And Flower, Matricaria Flower, Angelica Archangelica Root, Caraway Fruit (8:7:2:2:1), Extraction Solvent: Ethanol 40% (V/V)"
7447,"Liquid Extract (1:5) From St. John’s Wort, Chamomile Flower, Peppermint Leaf, Rhubarb Root, Rose Fruit, Fennel Fruit, Coriander Fruit, Extraction Solvent: Ethanol 70% (V/V)"
